Time (ms),Stage,PosX (m),PosY (m),PosZ (m),VeloX (m/s),VeloY (m/s),VeloZ (m/s),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),Bar Altitude,Bar Pressure,Bar Temperature,GPS Longitude,GPS Latitude,GPS Altitude,GPS PosX,GPS PosY,GPS PosZ,GPS Heading Angle,GPS Satellites,IMU AccelX,IMU AccelY,IMU AccelZ,IMU AngVeloX,IMU AngVeloY,IMU AngVeloZ,IMU MagX,IMU MagY,IMU MagZ,IMU OrientationW,IMU OrientationX,IMU OrientationY,IMU OrientationZ,IMU Roll,IMU Pitch,IMU Yaw,PWM,Target Lat,Target Long,Goal Angle,BNO Calibration Sys,BNO Calibration Accel,BNO Calibration Gryo,BNO Calibration Mag
3750.76,Pre Launch,,,,,,,0,-0.05,9.74,5.85,101685.05,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.01,-0.05,9.74,-0.06,-0.12,-0.06,-29.19,27.69,101.25,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.77,Pre Launch,,,,,,,0,0.02,9.74,5.85,101685.05,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,-0.01,0.02,9.74,-0.06,-0.19,0,-29.19,27.69,101.25,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.78,Pre Launch,,,,,,,0,0.06,9.75,5.64,101687.59,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,-0.03,0.06,9.75,-0.06,0,-0.06,-29.19,27.69,101.25,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.79,Pre Launch,,,,,,,0,0.02,9.74,5.64,101687.59,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.03,0.02,9.74,-0.12,0.06,0.12,-29.19,27.69,101.25,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.8,Pre Launch,,,,,,,0,-0.03,9.78,5.64,101687.59,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.03,-0.03,9.78,-0.06,0.19,0.06,-29.19,27.69,101.25,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.81,Pre Launch,,,,,,,0,0,9.74,5.64,101687.59,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.02,0,9.74,-0.06,0.25,-0.12,-31.5,27,103.69,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.82,Pre Launch,,,,,,,0,0.04,9.75,5.64,101687.59,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.03,0.04,9.75,0.06,0.12,-0.12,-31.5,27,103.69,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.83,Pre Launch,,,,,,,0,0.18,9.76,5.64,101687.59,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.02,0.18,9.76,0.12,-0.19,0.06,-31.5,27,103.69,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.84,Pre Launch,,,,,,,0,0,9.74,5.64,101687.59,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0,0,9.74,-0.06,-0.31,0,-31.5,27,103.69,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.85,Pre Launch,,,,,,,0,-0.03,9.77,5.46,101689.76,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0,-0.03,9.77,0.06,-0.12,0,-31.5,27,103.69,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.86,Pre Launch,,,,,,,0,0.01,9.77,5.46,101689.76,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.05,0.01,9.77,0,-0.06,0,-31.5,27.69,102.88,0.47,-0.54,-0.52,0.46,-97.34,0.96,88.1,0,0,0,-45,0,0,3,0
3750.87,Pre Launch,,,,,,,0,0.04,11.06,5.46,101689.76,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,0.02,0.04,11.06,-1.5,0.62,0,-31.5,27.69,102.88,0.47,-0.54,-0.52,0.46,-97.35,0.96,88.09,0,0,0,-45,0,0,3,0
3750.88,Pre Launch,,,,,,,0,-0.62,27.95,5.46,101689.76,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,-0.7,-0.62,27.95,-2.94,2.12,-1.25,-31.5,27.69,102.88,0.47,-0.54,-0.52,0.46,-97.38,0.94,88.07,0,0,0,-45,0,0,3,0
3750.89,Pre Launch,,,,,,,0,0.62,26.06,5.46,101689.76,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,-0.05,0.62,26.06,-1.81,2.19,-1.81,-31.5,27.69,102.88,0.47,-0.54,-0.52,0.46,-97.4,0.92,88.06,0,0,0,-45,0,0,3,0
3750.9,Powered Ascent,,,,,,,0,0.78,30.15,5.46,101689.76,39.12,-761065984,389987040,-20.15,4.79,0.28,-17.04,149.56,21,-0.21,0.78,30.15,-3.12,6.12,-0.44,-31.5,27.69,102.88,0.47,-0.54,-0.52,0.46,-97.43,0.91,88,0,0,0,-45,0,0,3,0
3751.31,Powered Ascent,,,,,,,0,-0.47,39.76,10.23,101632.23,39.12,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,1.34,-0.47,39.76,1.06,6.31,0.88,-93,42.25,159.56,0.5,-0.58,-0.49,0.43,-97.81,0.4,80.79,0,0,0,-45,0,0,3,0
3751.54,Powered Ascent,,,,,,,0,-1.78,39.81,20.17,101512.59,38.72,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,0.76,-1.78,39.81,-10.19,30.75,2.81,-91.69,42.56,160.25,0.52,-0.61,-0.45,0.39,-98.41,0.1,72.98,0,0,0,-45,0,0,3,0
3751.55,Powered Ascent,,,,,,,0,-2.28,39.81,20.17,101512.59,38.72,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,0.5,-2.28,39.81,-10.31,29.25,3.19,-91.69,42.56,160.25,0.53,-0.61,-0.45,0.39,-98.5,0.09,72.7,0,0,0,-45,0,0,3,0
3751.56,Powered Ascent,,,,,,,0,-2.29,39.8,20.17,101512.59,38.72,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,0.29,-2.29,39.8,-10.38,27.25,2.94,-91.69,42.56,160.25,0.53,-0.61,-0.45,0.39,-98.6,0.08,72.43,0,0,0,-45,0,0,3,0
3751.57,Powered Ascent,,,,,,,0,-2.12,39.74,22.07,101512.59,38.72,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.13,-2.12,39.74,-10.81,26.5,1.88,-86.75,42.88,156.38,0.53,-0.61,-0.45,0.38,-98.71,0.06,72.17,0,0,0,-45,0,0,3,0
3751.58,Powered Ascent,,,,,,,0,-1.41,39.71,21.75,101493.58,38.75,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.22,-1.41,39.71,-12.38,25.56,1.69,-86.75,42.88,156.38,0.53,-0.61,-0.45,0.38,-98.83,0.03,71.93,0,0,0,-45,0,0,3,0
3751.58,Powered Ascent,,,,,,,0,-1.45,39.77,21.75,101493.58,38.75,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,0.17,-1.45,39.77,-13.75,24.06,1.62,-86.75,42.88,156.38,0.53,-0.62,-0.45,0.38,-98.96,0.01,71.7,0,0,0,-45,0,0,3,0
3751.59,Powered Ascent,,,,,,,0,-1.67,39.82,21.75,101493.58,38.75,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,0.35,-1.67,39.82,-14.62,22.62,2.31,-86.75,42.88,156.38,0.53,-0.62,-0.44,0.38,-99.1,0,71.47,0,0,0,-45,0,0,3,0
3751.6,Powered Ascent,,,,,,,0,-2.22,39.82,21.75,101493.58,38.75,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,0.02,-2.22,39.82,-14.94,21.62,2.69,-86.75,42.88,156.38,0.53,-0.62,-0.44,0.38,-99.25,-0.01,71.26,0,0,0,-45,0,0,3,0
3751.61,Powered Ascent,,,,,,,0,-2.19,39.82,21.75,101493.58,38.75,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.09,-2.19,39.82,-14.94,21.62,2.69,-83.06,42.5,151.69,0.53,-0.62,-0.44,0.38,-99.39,-0.01,71.07,0,0,0,-45,0,0,3,0
3751.62,Powered Ascent,,,,,,,0,-1.89,39.75,21.75,101493.58,38.75,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.54,-1.89,39.75,-14.75,20.06,2,-83.06,42.5,151.69,0.53,-0.62,-0.44,0.38,-99.39,-0.01,71.07,0,0,0,-45,0,0,3,0
3751.63,Powered Ascent,,,,,,,0,-1.75,39.72,21.75,101493.58,38.75,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.82,-1.75,39.72,-15.94,19.75,1.56,-83.06,42.5,151.69,0.53,-0.62,-0.44,0.37,-99.71,-0.06,70.68,0,0,0,-45,0,0,3,0
3751.64,Powered Ascent,,,,,,,0,-1.3,39.74,18.58,101531.67,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.61,-1.3,39.74,-18.25,20.62,2.44,-83.06,42.5,151.69,0.53,-0.62,-0.44,0.37,-99.89,-0.06,70.48,0,0,0,-45,0,0,3,0
3751.65,Powered Ascent,,,,,,,0,-1.74,39.83,18.58,101531.67,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.35,-1.74,39.83,-18.12,20.56,2.62,-83.06,42.5,151.69,0.53,-0.63,-0.44,0.37,-100.07,-0.07,70.28,0,0,0,-45,0,0,3,0
3751.66,Powered Ascent,,,,,,,0,-1.79,39.83,18.58,101531.67,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.52,-1.79,39.83,-18.12,20.56,2.62,-78.06,43.88,145.88,0.53,-0.63,-0.44,0.37,-100.25,-0.08,70.07,0,0,0,-45,0,0,3,0
3751.67,Powered Ascent,,,,,,,0,-1.82,39.8,18.58,101531.67,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-0.88,-1.82,39.8,-18.94,20.88,2.62,-78.06,43.88,145.88,0.53,-0.63,-0.44,0.37,-100.25,-0.08,70.07,0,0,0,-45,0,0,3,0
3751.68,Powered Ascent,,,,,,,0,-1.34,39.7,18.58,101531.67,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-1.4,-1.34,39.7,-19.38,21.88,2.38,-78.06,43.88,145.88,0.52,-0.63,-0.44,0.36,-100.64,-0.11,69.65,0,0,0,-45,0,0,3,0
3751.69,Powered Ascent,,,,,,,0,-1.15,39.72,18.58,101531.67,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-1.33,-1.15,39.72,-21,22.06,2.56,-78.06,43.88,145.88,0.52,-0.63,-0.44,0.36,-100.85,-0.12,69.44,0,0,0,-45,0,0,3,0
3751.7,Powered Ascent,,,,,,,0,-1.21,39.8,20.77,101505.37,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-1.07,-1.21,39.8,-22.75,21.19,3.06,-78.06,43.88,145.88,0.52,-0.63,-0.44,0.36,-101.07,-0.13,69.24,0,0,0,-45,0,0,3,0
3751.71,Powered Ascent,,,,,,,0,-1.53,39.85,20.77,101505.37,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-1.05,-1.53,39.85,-22.75,21.19,3.06,-78.06,43.88,145.88,0.52,-0.64,-0.44,0.36,-101.3,-0.14,69.03,0,0,0,-45,0,0,3,0
3751.72,Powered Ascent,,,,,,,0,-1.66,39.81,20.77,101505.37,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-1.49,-1.66,39.81,-22.75,21.19,3.06,-76,43.88,141.06,0.52,-0.64,-0.44,0.36,-101.3,-0.14,69.03,0,0,0,-45,0,0,3,0
3751.73,Powered Ascent,,,,,,,0,-1.29,39.71,20.77,101505.37,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.03,-1.29,39.71,-22.56,21.75,2.69,-76,43.88,141.06,0.52,-0.64,-0.44,0.35,-101.75,-0.18,68.6,0,0,0,-45,0,0,3,0
3751.74,Powered Ascent,,,,,,,0,-0.99,39.67,20.77,101505.37,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.25,-0.99,39.67,-24.12,22.19,2.69,-76,43.88,141.06,0.52,-0.64,-0.44,0.35,-101.99,-0.2,68.38,0,0,0,-45,0,0,3,0
3751.75,Powered Ascent,,,,,,,0,-0.96,39.75,20.77,101505.37,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.01,-0.96,39.75,-26,22.19,3.56,-76,43.88,141.06,0.52,-0.64,-0.44,0.35,-102.24,-0.21,68.16,0,0,0,-45,0,0,3,0
3751.76,Powered Ascent,,,,,,,0,-1.25,39.78,20.77,101505.37,39.11,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.09,-1.25,39.78,-26,22.19,3.56,-76,43.88,141.06,0.52,-0.65,-0.44,0.35,-102.49,-0.22,67.95,0,0,0,-45,0,0,3,0
3751.77,Powered Ascent,,,,,,,0,-1.45,39.8,23.05,101477.83,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.25,-1.45,39.8,-26,22.19,3.44,-73.38,46.38,137.75,0.52,-0.65,-0.44,0.35,-102.49,-0.22,67.95,0,0,0,-45,0,0,3,0
3751.78,Powered Ascent,,,,,,,0,-1.15,39.74,23.05,101477.83,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.59,-1.15,39.74,-26,21.94,3,-73.38,46.38,137.75,0.52,-0.65,-0.44,0.34,-103,-0.25,67.53,0,0,0,-45,0,0,3,0
3751.79,Powered Ascent,,,,,,,0,-0.69,39.66,23.05,101477.83,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.93,-0.69,39.66,-26.56,21.56,2.69,-73.38,46.38,137.75,0.52,-0.65,-0.44,0.34,-103.26,-0.27,67.32,0,0,0,-45,0,0,3,0
3751.8,Powered Ascent,,,,,,,0,-0.59,39.68,23.05,101477.83,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.96,-0.59,39.68,-28.19,19.94,3.25,-73.38,46.38,137.75,0.52,-0.65,-0.44,0.34,-103.53,-0.29,67.13,0,0,0,-45,0,0,3,0
3751.81,Powered Ascent,,,,,,,0,-0.62,39.73,23.05,101477.83,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-2.86,-0.62,39.73,-28.19,19.94,3.25,-73.38,46.38,137.75,0.52,-0.66,-0.44,0.34,-103.81,-0.3,66.93,0,0,0,-45,0,0,3,0
3751.82,Powered Ascent,,,,,,,0,-0.88,39.73,23.05,101477.83,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-3.13,-0.88,39.73,-28.62,19.38,3.31,-70.69,48.06,132.69,0.52,-0.66,-0.44,0.34,-103.81,-0.3,66.93,0,0,0,-45,0,0,3,0
3751.83,Powered Ascent,,,,,,,0,-0.72,39.71,23.05,101477.83,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-3.35,-0.72,39.71,-28.44,19.19,3.31,-70.69,48.06,132.69,0.51,-0.66,-0.43,0.33,-104.36,-0.33,66.56,0,0,0,-45,0,0,3,0
3751.84,Powered Ascent,,,,,,,0,-0.41,39.64,25.54,101447.94,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-3.64,-0.41,39.64,-28.62,19.31,3.06,-70.69,48.06,132.69,0.51,-0.66,-0.43,0.33,-104.64,-0.35,66.37,0,0,0,-45,0,0,3,0
3751.85,Powered Ascent,,,,,,,0,-0.2,39.59,25.54,101447.94,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-3.91,-0.2,39.59,-29.94,18.69,3.69,-70.69,48.06,132.69,0.51,-0.66,-0.43,0.33,-104.93,-0.36,66.18,0,0,0,-45,0,0,3,0
3751.86,Powered Ascent,,,,,,,0,-0.27,39.64,25.54,101447.94,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-3.88,-0.27,39.64,-29.94,18.69,3.69,-70.69,48.06,132.69,0.51,-0.67,-0.43,0.33,-105.22,-0.37,66.01,0,0,0,-45,0,0,3,0
3751.87,Powered Ascent,,,,,,,0,-0.37,39.65,25.54,101447.94,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-4.02,-0.37,39.65,-30.12,18.12,3.75,-69.75,50.38,129.38,0.51,-0.67,-0.43,0.33,-105.22,-0.37,66.01,0,0,0,-45,0,0,3,0
3751.88,Powered Ascent,,,,,,,0,-0.43,39.64,25.54,101447.94,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-4.26,-0.43,39.64,-30.31,17.75,3.75,-69.75,50.38,129.38,0.51,-0.67,-0.43,0.32,-105.8,-0.4,65.66,0,0,0,-45,0,0,3,0
3751.89,Powered Ascent,,,,,,,0,-0.05,39.58,25.54,101447.94,39.1,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-4.48,-0.05,39.58,-30.12,17.5,3.31,-69.75,50.38,129.38,0.51,-0.67,-0.43,0.32,-106.09,-0.41,65.49,0,0,0,-45,0,0,3,0
3751.9,Powered Ascent,,,,,,,0,0.26,39.53,27.89,101419.64,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-4.69,0.26,39.53,-30.62,17.06,3.81,-69.75,50.38,129.38,0.51,-0.67,-0.43,0.32,-106.39,-0.41,65.32,0,0,0,-45,0,0,3,0
3751.92,Powered Ascent,,,,,,,0,0.29,39.51,27.89,101419.64,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-4.86,0.29,39.51,-30.62,17.06,3.81,-69.75,50.38,129.38,0.5,-0.67,-0.43,0.32,-106.69,-0.43,65.15,0,0,0,-45,0,0,3,0
3751.92,Powered Ascent,,,,,,,0,0.26,39.54,27.89,101419.64,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-4.93,0.26,39.54,-30.88,16.88,3.94,-68.25,53.19,124.25,0.5,-0.67,-0.43,0.32,-106.69,-0.43,65.15,0,0,0,-45,0,0,3,0
3751.93,Powered Ascent,,,,,,,0,0.17,39.51,27.89,101419.64,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-5.21,0.17,39.51,-31.06,16.62,4.06,-68.25,53.19,124.25,0.5,-0.68,-0.43,0.32,-107.29,-0.44,64.82,0,0,0,-45,0,0,3,0
3751.94,Powered Ascent,,,,,,,0,0.37,39.45,27.89,101419.64,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-5.46,0.37,39.45,-31.06,16,4.12,-68.25,53.19,124.25,0.5,-0.68,-0.43,0.31,-107.59,-0.45,64.67,0,0,0,-45,0,0,3,0
3751.95,Powered Ascent,,,,,,,0,0.56,39.43,27.89,101419.64,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-5.59,0.56,39.43,-30.81,15.19,4.19,-68.25,53.19,124.25,0.5,-0.68,-0.43,0.31,-107.88,-0.45,64.52,0,0,0,-45,0,0,3,0
3751.97,Powered Ascent,,,,,,,0,0.54,39.43,30.75,101419.64,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-5.72,0.54,39.43,-30.81,15.19,4.19,-68.25,53.19,124.25,0.5,-0.68,-0.43,0.31,-108.18,-0.46,64.37,0,0,0,-45,0,0,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751.97,Powered Ascent,,,,,,,0,0.6,39.41,30.75,101385.24,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-5.91,0.6,39.41,-31,14.69,4.31,-67.69,54.75,121.25,0.5,-0.68,-0.43,0.31,-108.18,-0.46,64.37,0,0,0,-45,0,0,3,0
3751.98,Powered Ascent,,,,,,,0,0.96,39.37,30.75,101385.24,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-6.02,0.96,39.37,-30.44,14.5,4.25,-67.69,54.75,121.25,0.5,-0.69,-0.43,0.31,-108.76,-0.46,64.08,0,0,0,-45,0,0,3,0
3751.99,Powered Ascent,,,,,,,0,0.98,39.31,30.75,101385.24,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-6.32,0.98,39.31,-30.38,14.44,4.62,-67.69,54.75,121.25,0.49,-0.69,-0.43,0.3,-109.06,-0.47,63.93,0,0,0,-45,0,0,3,0
3752,Powered Ascent,,,,,,,0,0.91,39.29,30.75,101385.24,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-6.53,0.91,39.29,-30.5,13.38,4.81,-67.69,54.75,121.25,0.49,-0.69,-0.43,0.3,-109.36,-0.47,63.79,0,0,0,-45,0,0,3,0
3752.01,Powered Ascent,,,,,,,0,0.99,39.29,30.75,101385.24,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-6.63,0.99,39.29,-30.5,13.38,4.81,-67.69,54.75,121.25,0.49,-0.69,-0.43,0.3,-109.65,-0.46,63.66,0,0,0,-45,0,0,3,0
3752.02,Powered Ascent,,,,,,,0,1.03,39.31,30.75,101385.24,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-6.66,1.03,39.31,-30,13.44,4.62,-68.25,56,118.19,0.49,-0.69,-0.43,0.3,-109.65,-0.46,63.66,0,0,0,-45,0,0,3,0
3752.03,Powered Ascent,,,,,,,0,1.5,39.26,34.15,101344.36,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-6.73,1.5,39.26,-29.56,14.06,4.88,-68.25,56,118.19,0.49,-0.7,-0.43,0.3,-110.21,-0.47,63.36,0,0,0,-45,0,0,3,0
3752.04,Powered Ascent,,,,,,,0,1.53,39.2,34.15,101344.36,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-7,1.53,39.2,-29.06,15.31,5.06,-68.25,56,118.19,0.49,-0.7,-0.43,0.3,-110.49,-0.47,63.2,0,0,0,-45,0,0,3,0
3752.05,Powered Ascent,,,,,,,0,1.55,39.11,34.15,101344.36,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-7.38,1.55,39.11,-28.31,14.75,5.44,-68.25,56,118.19,0.49,-0.7,-0.43,0.29,-110.76,-0.47,63.04,0,0,0,-45,0,0,3,0
3752.07,Powered Ascent,,,,,,,0,1.6,39.06,34.15,101344.36,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-7.62,1.6,39.06,-28.31,14.75,5.44,-68.25,56,118.19,0.48,-0.7,-0.43,0.29,-111.03,-0.48,62.89,0,0,0,-45,0,0,3,0
3752.07,Powered Ascent,,,,,,,0,1.64,39.02,34.15,101344.36,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-7.81,1.64,39.02,-28.06,15.62,5.25,-67.06,58.25,116.38,0.48,-0.7,-0.43,0.29,-111.03,-0.48,62.89,0,0,0,-45,0,0,3,0
3752.08,Powered Ascent,,,,,,,0,1.94,38.95,34.15,101344.36,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-7.98,1.94,38.95,-28.06,16.06,5.19,-67.06,58.25,116.38,0.48,-0.71,-0.43,0.29,-111.56,-0.49,62.56,0,0,0,-45,0,0,3,0
3752.09,Powered Ascent,,,,,,,0,2.13,38.89,34.15,101344.36,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.15,2.13,38.89,-27.31,16,5.25,-67.06,58.25,116.38,0.48,-0.71,-0.43,0.29,-111.82,-0.5,62.4,0,0,0,-45,0,0,3,0
3752.1,Powered Ascent,,,,,,,0,1.81,38.83,37.94,101298.74,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.57,1.81,38.83,-26.12,14.69,5.56,-67.06,58.25,116.38,0.48,-0.71,-0.43,0.29,-112.07,-0.5,62.25,0,0,0,-45,0,0,3,0
3752.12,Powered Ascent,,,,,,,0,1.78,38.74,37.94,101298.74,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.92,1.78,38.74,-26.12,14.69,5.56,-67.06,58.25,116.38,0.48,-0.71,-0.43,0.28,-112.32,-0.51,62.09,0,0,0,-45,0,0,3,0
3752.12,Powered Ascent,,,,,,,0,2.02,38.72,37.94,101298.74,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.96,2.02,38.72,-25.75,15.56,5.19,-68.38,58.56,112.69,0.48,-0.71,-0.43,0.28,-112.32,-0.51,62.09,0,0,0,-45,0,0,3,0
3752.13,Powered Ascent,,,,,,,0,2.32,38.71,37.94,101298.74,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.92,2.32,38.71,-25.25,18.38,4.75,-68.38,58.56,112.69,0.48,-0.71,-0.43,0.28,-112.8,-0.57,61.7,0,0,0,-45,0,0,3,0
3752.14,Powered Ascent,,,,,,,0,2.89,38.74,37.94,101298.74,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.62,2.89,38.74,-24.81,21.62,5.31,-68.38,58.56,112.69,0.48,-0.72,-0.43,0.28,-113.03,-0.6,61.46,0,0,0,-45,0,0,3,0
3752.16,Powered Ascent,,,,,,,0,2.74,38.72,37.94,101298.74,39.09,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.86,2.74,38.72,-22.69,24.19,6.88,-68.38,58.56,112.69,0.48,-0.72,-0.43,0.28,-113.25,-0.63,61.22,0,0,0,-45,0,0,3,0
3752.17,Powered Ascent,,,,,,,0,2.79,38.74,41.73,101253.27,39.08,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-8.85,2.79,38.74,-22.69,24.19,6.88,-68.38,58.56,112.69,0.48,-0.72,-0.43,0.27,-113.45,-0.67,60.95,0,0,0,-45,0,0,3,0
3752.18,Powered Ascent,,,,,,,0,2.79,38.6,41.73,101253.27,39.08,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-9.27,2.79,38.6,-21.19,27.12,7.5,-68.06,61.06,110.25,0.48,-0.72,-0.43,0.27,-113.45,-0.67,60.95,0,0,0,-45,0,0,3,0
3752.18,Powered Ascent,,,,,,,0,3.07,38.5,41.73,101253.27,39.08,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-9.48,3.07,38.5,-19.88,29.44,7.94,-68.06,61.06,110.25,0.47,-0.72,-0.42,0.27,-113.82,-0.76,60.34,0,0,0,-45,0,0,3,0
3752.19,Powered Ascent,,,,,,,0,3.01,38.5,41.73,101253.27,39.08,-761065856,389986944,-19.25,5.81,-0.57,-16.15,127.11,12,-9.57,3.01,38.5,-19.12,31.94,8.12,-68.06,61.06,110.25,0.47,-0.72,-0.42,0.27,-113.99,-0.82,60.02,0,0,0,-45,0,0,3,0
